id_x,prenom,nom,poste,prix,points,minutes_jouees,buts,passes,clean_sheets,jaunes,rouges,bonus,influence,creativity,threat,forme,id_y,equipe,point_par_million,prochain_adversaire,domicile,fixture_difficulty
148,Ferdi,Kadıoğlu,2,4.4,22,734,0,0,2,3,0,0,116.4,76.7,45.0,3.2,6,Brighton,5.0,Brentford,True,3
272,Jefferson,Lerma Solís,3,4.9,21,360,0,2,3,2,0,1,62.0,56.9,60.0,3.2,8,Crystal Palace,4.285714285714286,Wolves,False,3
311,Norberto Bercique,Gomes Betuncal,4,5.2,21,606,1,0,1,1,0,1,78.6,47.9,217.0,1.5,9,Everton,4.038461538461538,Man Utd,False,4
659,Kyle,Walker-Peters,2,4.3,21,465,1,0,1,1,0,0,103.8,49.3,67.0,2.5,19,West Ham,4.883720930232558,Bournemouth,False,4
371,Milos,Kerkez,2,5.7,21,694,1,0,1,3,0,0,142.6,89.5,63.0,2.0,12,Liverpool,3.684210526315789,Nott'm Forest,True,2
633,Hugo,Bueno López,2,4.4,21,792,0,0,1,1,0,2,187.4,256.6,67.0,1.0,20,Wolves,4.7727272727272725,Crystal Palace,True,4
490,Joelinton Cássio,Apolinário de Lira,3,5.9,21,649,0,0,3,2,0,0,71.0,84.5,107.0,2.0,15,Newcastle,3.559322033898305,Man City,True,2
207,Hannibal,Mejbri,3,4.8,21,287,0,2,1,1,0,0,42.8,59.8,20.0,2.2,3,Burnley,4.375,Chelsea,True,4
86,David,Brooks,3,5.0,21,549,0,1,3,3,0,1,76.8,134.4,129.0,0.8,4,Bournemouth,4.2,West Ham,True,2
126,Mathias,Jensen,3,4.9,21,214,2,0,0,0,0,0,103.6,56.4,40.0,2.2,5,Brentford,4.285714285714286,Brighton,False,3
107,Keane,Lewis-Potter,2,4.9,21,446,0,1,2,1,0,0,61.8,75.8,24.0,1.2,5,Brentford,4.285714285714286,Brighton,False,3
654,Jørgen,Strand Larsen,4,6.3,21,707,1,0,2,0,0,0,60.4,61.6,163.0,3.0,20,Wolves,3.333333333333333,Crystal Palace,True,4
508,Neco,Williams,2,4.7,20,990,1,0,0,4,0,2,223.0,153.0,109.0,1.2,16,Nott'm Forest,4.25531914893617,Liverpool,False,4
605,Maximilian,Kilman,2,4.3,20,990,0,0,1,3,0,0,245.8,42.5,45.0,1.8,19,West Ham,4.651162790697675,Bournemouth,False,4
190,Hjalmar,Ekdal,2,4.0,20,533,0,0,1,0,0,1,130.2,26.4,61.0,0.2,3,Burnley,5.0,Chelsea,True,4
385,Federico,Chiesa,3,6.4,20,117,2,1,0,1,0,0,98.0,16.7,62.0,1.5,12,Liverpool,3.125,Nott'm Forest,True,2
417,Rayan,Cherki,3,6.3,20,213,1,2,0,0,0,2,100.2,99.8,55.0,3.2,13,Man City,3.174603174603175,Newcastle,False,2
157,Mitoma,Kaoru,3,6.2,20,508,1,1,1,1,0,0,88.4,95.8,88.0,0.0,6,Brighton,3.225806451612903,Brentford,True,3
717,Xavi,Simons,3,6.7,20,530,0,1,2,2,0,0,75.2,111.0,39.0,2.5,18,Spurs,2.985074626865672,Arsenal,False,3
366,Alisson,Becker,1,5.4,20,540,0,0,2,0,0,2,106.8,0.1,0.0,0.0,12,Liverpool,3.7037037037037033,Nott'm Forest,True,2
663,Jhon,Arias,3,5.1,19,545,0,0,1,0,0,1,83.4,153.9,80.0,1.2,20,Wolves,3.725490196078432,Crystal Palace,True,4
162,Brajan,Gruda,3,5.4,19,218,1,1,0,0,0,2,74.0,56.3,94.0,0.0,6,Brighton,3.518518518518518,Brentford,True,3
588,Wilson,Odobert,3,5.3,19,376,0,1,0,0,0,3,62.8,97.2,88.0,2.5,18,Spurs,3.5849056603773586,Arsenal,False,3
382,Florian,Wirtz,3,8.0,19,686,0,0,2,1,0,0,75.8,230.0,137.0,1.5,12,Liverpool,2.375,Nott'm Forest,True,2
367,Giorgi,Mamardashvili,1,4.3,19,450,0,0,1,0,0,0,140.0,0.0,0.0,4.2,12,Liverpool,4.418604651162791,Nott'm Forest,True,2
335,Josh,King,3,4.5,19,659,0,0,2,2,0,0,71.8,79.1,134.0,1.8,10,Fulham,4.222222222222222,Sunderland,True,3
108,Kristoffer,Ajer,2,4.4,19,388,0,2,1,0,0,0,82.8,14.8,91.0,2.8,5,Brentford,4.3181818181818175,Brighton,False,3
505,Nikola,Milenković,2,5.2,19,990,0,0,0,1,0,0,182.6,26.4,54.0,1.8,16,Nott'm Forest,3.6538461538461537,Liverpool,False,4
424,Oscar,Bobb,3,5.3,18,451,0,1,2,0,0,0,67.6,141.1,72.0,0.8,13,Man City,3.39622641509434,Newcastle,False,2
304,Tim,Iroegbunam,3,4.9,18,337,0,2,4,4,0,0,67.0,20.6,13.0,1.8,9,Everton,3.6734693877551017,Man Utd,False,4
500,William,Osula,4,5.5,18,213,1,1,1,0,0,0,41.2,14.2,68.0,1.5,15,Newcastle,3.272727272727273,Man City,True,2
541,Reinildo,Mandava,2,4.0,18,662,0,0,2,2,1,0,108.4,26.0,19.0,1.0,17,Sunderland,4.5,Fulham,False,4
521,Ibrahim,Sangaré,3,4.9,18,500,1,0,0,2,0,0,98.4,47.2,55.0,1.8,16,Nott'm Forest,3.6734693877551017,Liverpool,False,4
81,Justin,Kluivert,3,7.0,18,392,1,0,1,2,0,1,71.4,112.9,49.0,1.5,4,Bournemouth,2.571428571428572,West Ham,True,2
77,James,Hill,2,4.0,17,273,0,0,2,1,0,0,44.0,5.3,41.0,0.2,4,Bournemouth,4.25,West Ham,True,2
709,Ladislav,Krejcí,2,4.5,17,720,1,1,0,1,0,0,208.0,75.2,112.0,1.2,20,Wolves,3.7777777777777777,Crystal Palace,True,4
338,Rodrigo,Muniz Carvalho,4,5.4,17,348,1,1,1,1,0,3,61.8,42.0,122.0,0.5,10,Fulham,3.148148148148148,Sunderland,True,3
292,Vitalii,Mykolenko,2,4.9,17,715,0,0,1,1,0,0,120.8,62.0,28.0,2.5,9,Everton,3.4693877551020407,Man Utd,False,4
606,Konstantinos,Mavropanos,2,4.4,17,495,0,0,1,1,0,0,128.8,2.7,55.0,0.2,19,West Ham,3.8636363636363633,Bournemouth,False,4
665,Lucas Estella,Perri,1,4.5,17,540,0,0,2,1,0,0,109.6,0.0,0.0,1.2,11,Leeds,3.7777777777777777,Aston Villa,True,3
145,Maxim,De Cuyper,2,4.3,16,411,1,0,0,1,0,1,84.0,84.9,73.0,0.5,6,Brighton,3.72093023255814,Brentford,True,3
561,Eliezer,Mayenda Dossou,4,5.4,16,260,1,0,2,0,0,2,48.2,24.6,52.0,0.5,17,Sunderland,2.962962962962963,Fulham,False,4
19,Gabriel,Martinelli Silva,3,6.8,16,214,1,0,1,0,0,1,51.0,30.6,93.0,0.5,1,Arsenal,2.3529411764705883,Spurs,True,1
87,Ryan,Christie,3,5.0,16,226,1,1,0,1,0,0,69.2,33.0,53.0,2.0,4,Bournemouth,3.2,West Ham,True,2
198,Axel,Tuanzebe,2,3.9,16,450,0,0,1,0,0,0,113.6,4.1,0.0,3.8,3,Burnley,4.102564102564103,Chelsea,True,4
202,Jacob,Bruun Larsen,3,5.3,16,411,0,1,1,0,0,0,49.0,59.9,60.0,1.2,3,Burnley,3.018867924528302,Chelsea,True,4
486,Anthony,Elanga,3,6.7,16,411,0,0,2,0,0,0,44.2,117.2,69.0,1.0,15,Newcastle,2.388059701492537,Man City,True,2
167,Carlos,Baleba,3,4.7,16,644,0,0,4,4,0,0,27.6,47.6,10.0,2.0,6,Brighton,3.404255319148936,Brentford,True,3
733,Senne,Lammens,1,5.0,16,450,0,0,1,0,0,2,110.8,0.0,0.0,1.8,14,Man Utd,3.2,Everton,True,3
441,Patrick,Dorgu,2,4.2,16,622,0,1,1,4,0,0,112.0,124.4,84.0,1.5,14,Man Utd,3.809523809523809,Everton,True,3
415,Sávio,Moreira de Oliveira,3,6.9,16,388,0,1,2,1,0,0,57.4,83.5,136.0,2.2,13,Man City,2.318840579710145,Newcastle,False,2
325,Emile,Smith Rowe,3,5.6,16,216,1,0,0,0,0,0,57.4,58.0,64.0,1.0,10,Fulham,2.857142857142857,Sunderland,True,3
642,Hwang,Hee-chan,3,5.8,16,366,1,0,0,0,0,0,53.2,32.8,51.0,0.8,20,Wolves,2.7586206896551726,Crystal Palace,True,4
44,Lamare,Bogarde,2,4.0,16,291,0,0,1,1,0,3,30.6,32.4,6.0,0.2,2,Aston Villa,4.0,Leeds,False,3
627,Sam,Johnstone,1,4.5,15,630,0,0,0,0,0,0,195.0,0.1,0.0,1.8,20,Wolves,3.333333333333333,Crystal Palace,True,4
410,Rico,Lewis,2,4.8,15,172,0,1,1,0,0,2,47.2,32.2,15.0,0.2,13,Man City,3.125,Newcastle,False,2
375,Conor,Bradley,2,5.0,15,529,0,1,1,4,0,0,75.6,62.8,33.0,3.0,12,Liverpool,3.0,Nott'm Forest,True,2
600,Alphonse,Areola,1,4.3,15,630,0,0,0,0,0,0,187.4,0.0,0.0,2.2,19,West Ham,3.488372093023256,Bournemouth,False,4
170,James,Milner,3,4.9,15,187,1,1,0,1,0,0,79.6,71.2,17.0,1.2,6,Brighton,3.061224489795918,Brentford,True,3
230,Wesley,Fofana,2,4.4,15,307,0,0,2,0,0,0,54.6,7.9,10.0,3.0,7,Chelsea,3.4090909090909087,Burnley,False,3
712,Yéremy,Pino Santos,3,5.8,15,529,0,0,3,2,0,0,52.2,134.3,94.0,1.5,8,Crystal Palace,2.586206896551724,Wolves,False,3
209,Josh,Laurent,3,4.9,15,557,0,0,0,1,0,0,71.0,24.2,32.0,1.0,3,Burnley,3.061224489795918,Chelsea,True,4
232,Tosin,Adarabioyo,2,4.2,14,377,0,0,1,1,0,0,104.6,6.5,11.0,0.8,7,Chelsea,3.333333333333333,Burnley,False,3
270,Will,Hughes,3,4.8,14,446,0,0,3,3,0,0,58.2,99.7,24.0,0.8,8,Crystal Palace,2.916666666666667,Wolves,False,3
497,Lewis,Miley,3,4.4,14,273,0,1,1,0,0,0,45.0,52.3,10.0,1.8,15,Newcastle,3.1818181818181817,Man City,True,2
610,Aaron,Wan-Bissaka,2,4.3,14,561,0,1,0,0,0,0,98.6,76.3,14.0,3.0,19,West Ham,3.255813953488372,Bournemouth,False,4
662,Cristhian,Mosquera,2,5.4,14,294,0,0,1,0,0,1,67.4,13.9,8.0,0.5,1,Arsenal,2.592592592592593,Spurs,True,1
677,Evann,Guessand,3,6.2,14,420,0,0,1,0,0,0,52.2,32.1,65.0,1.2,2,Aston Villa,2.258064516129032,Leeds,False,3
543,Simon,Adingra,3,5.1,14,297,0,1,2,1,0,0,28.4,79.1,8.0,0.2,17,Sunderland,2.7450980392156863,Fulham,False,4
526,Igor Jesus,Maciel da Cruz,4,5.8,14,326,0,1,0,0,0,0,23.8,36.3,107.0,2.0,16,Nott'm Forest,2.413793103448276,Liverpool,False,4
695,Jackson,Tchatchoua,2,4.5,14,517,0,0,0,0,0,0,118.8,93.5,18.0,1.2,20,Wolves,3.111111111111111,Crystal Palace,True,4
506,Murillo,Costa dos Santos,2,5.3,13,649,0,0,0,2,0,0,137.4,15.8,8.0,1.5,16,Nott'm Forest,2.452830188679245,Liverpool,False,4
721,Veljko,Milosavljevic,2,4.5,13,275,0,0,1,0,0,0,72.2,12.1,6.0,2.0,4,Bournemouth,2.888888888888889,West Ham,True,2
123,Fábio,Freitas Gouveia Carvalho,3,4.8,13,100,1,0,0,0,0,1,39.0,6.5,36.0,0.2,5,Brentford,2.708333333333333,Brighton,False,3
459,Manuel,Ugarte Ribeiro,3,4.8,13,299,0,0,0,0,0,0,54.6,26.4,2.0,0.8,14,Man Utd,2.708333333333333,Everton,True,3
693,Omari,Hutchinson,3,5.4,13,128,0,2,0,0,0,1,46.4,88.7,51.0,2.2,16,Nott'm Forest,2.4074074074074074,Liverpool,False,4
388,Curtis,Jones,3,5.4,13,338,0,1,0,1,0,0,59.0,66.3,33.0,0.8,12,Liverpool,2.4074074074074074,Nott'm Forest,True,2
635,Rodrigo,Martins Gomes,2,4.5,13,331,1,0,0,0,0,0,60.2,40.4,103.0,0.8,20,Wolves,2.888888888888889,Crystal Palace,True,4
358,Tanaka,Ao,3,4.8,13,320,0,0,2,0,0,0,19.8,62.4,10.0,1.5,11,Leeds,2.708333333333333,Aston Villa,True,3
17,Martin,Ødegaard,3,7.8,13,201,0,1,1,0,0,0,43.0,65.0,22.0,0.0,1,Arsenal,1.6666666666666667,Spurs,True,1
644,Jean-Ricner,Bellegarde,3,5.2,13,474,0,0,0,1,0,0,49.8,74.2,62.0,1.2,20,Wolves,2.5,Crystal Palace,True,4
735,Bertrand,Traoré,3,5.5,13,358,0,1,1,1,0,0,42.0,59.3,77.0,3.0,17,Sunderland,2.363636363636364,Fulham,False,4
730,Brian,Brobbey,4,5.5,13,106,1,1,0,0,0,0,59.6,10.9,23.0,2.5,17,Sunderland,2.363636363636364,Fulham,False,4
48,Youri,Tielemans,3,5.9,12,334,0,1,1,0,0,0,55.4,84.4,31.0,1.0,2,Aston Villa,2.0338983050847457,Leeds,False,3
716,Nicolò,Savona,2,4.5,12,429,1,0,0,0,0,0,104.0,44.3,43.0,2.8,16,Nott'm Forest,2.6666666666666665,Liverpool,False,4
574,Destiny,Udogie,2,4.4,12,341,0,1,0,0,0,0,77.0,71.7,48.0,1.2,18,Spurs,2.727272727272727,Arsenal,False,3
128,Frank,Onyeka,3,4.9,12,88,0,2,0,0,0,0,28.4,13.6,4.0,0.2,5,Brentford,2.4489795918367343,Brighton,False,3
